intern_id,department,education_background,gpa,prior_internships,python_skill_score,math_stat_score,sql_score,ml_knowledge_score,cloud_infra_score,hours_per_week,learning_style,preferred_time,mentor_interaction_pref,primary_device,courses_completed_count,completed_courses,avg_quiz_score_pct,session_completion_rate,engagement_score,dropout_risk,satisfaction_rating,days_since_joining,peers_similar_dept_took,recommended_course_1,recommended_course_2,recommended_course_3
INT_1804,Cloud Infrastructure,Business Analytics,3.56,2,10.0,2.2,4.5,3.8,0.0,5.3,Mixed,No Preference,Medium,Desktop,6,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes, System Design, MLOps Pipelines",91.3,0.8,6.8,Low,4.3,19,Cybersecurity Essentials,Git & Version Control,APIs & Microservices,Cybersecurity Essentials
INT_1805,Cloud Infrastructure,Cognitive Science,2.81,1,9.5,8.2,5.9,0.0,4.4,9.1,Peer-learning,No Preference,High,Mixed,7,"SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes, System Design, MLOps Pipelines, Git & Version Control, APIs & Microservices",79.1,0.91,7.3,Low,4.2,69,Python Fundamentals,Cybersecurity Essentials,Python Fundamentals,Business Intelligence & BI Tools
INT_1806,Software Engineering,Mathematics,2.92,0,5.0,4.0,7.5,6.6,3.3,6.2,Mixed,Afternoon,Low,Desktop,3,"Docker & Kubernetes, Frontend Basics (React), Business Intelligence & BI Tools",69.2,0.4,4.8,High,3.9,48,Python Fundamentals,Python Fundamentals,Data Wrangling & Pandas,Git & Version Control
INT_1807,Software Engineering,Mathematics,2.84,2,8.5,3.8,4.3,5.7,6.7,10.4,Peer-learning,Evening,Medium,Mixed,2,"Docker & Kubernetes, Frontend Basics (React)",63.3,0.8,6.6,Low,4.2,110,Python Fundamentals,SQL & Databases,Cloud Computing (AWS),Git & Version Control
INT_1808,ML Engineering,Electrical Engineering,3.61,2,3.1,6.9,1.3,7.8,4.2,11.5,Peer-learning,Evening,High,Desktop,2,"Statistics & Probability, Data Wrangling & Pandas",78.2,0.82,7.3,Low,2.9,63,Python Fundamentals,Cloud Computing (AWS),Docker & Kubernetes,A/B Testing & Experimentation
INT_1809,DevOps,Computer Science,2.86,0,8.8,7.2,3.4,3.4,4.0,5.6,Peer-learning,Evening,High,Mixed,8,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes, System Design, MLOps Pipelines, Data Wrangling & Pandas, Git & Version Control",53.3,0.61,4.8,Medium,3.7,106,Cybersecurity Essentials,Cybersecurity Essentials,APIs & Microservices,A/B Testing & Experimentation
INT_1810,Cloud Infrastructure,Physics,3.02,2,3.6,5.9,4.8,3.3,2.3,8.8,Hands-on Projects,Afternoon,Medium,Laptop,1,Git & Version Control,70.8,0.6,5.9,Medium,3.8,35,Python Fundamentals,SQL & Databases,Python Fundamentals,APIs & Microservices
INT_1811,Cybersecurity,Bioinformatics,2.99,3,4.5,4.4,3.0,6.6,0.0,12.3,Hands-on Projects,Afternoon,Medium,Mixed,4,"SQL & Databases, Deep Learning, Cybersecurity Essentials, Git & Version Control",68.4,0.87,7.3,Low,4.4,48,Python Fundamentals,System Design,Python Fundamentals,APIs & Microservices
INT_1812,Frontend Dev,Information Systems,3.76,3,4.0,5.3,4.5,3.0,3.0,7.8,Mixed,Evening,Medium,Desktop,7,"Python Fundamentals, SQL & Databases, Data Visualization, Data Wrangling & Pandas, Git & Version Control, APIs & Microservices, Reinforcement Learning",38.3,0.66,4.8,Medium,3.4,122,Frontend Basics (React),Frontend Basics (React),Statistics & Probability,A/B Testing & Experimentation
INT_1813,Data Engineering,Computer Science,3.72,1,6.3,4.3,4.9,7.4,1.6,2.2,Mixed,Night Owl,Low,Laptop,8,"Python Fundamentals, SQL & Databases, Data Visualization, Cloud Computing (AWS), Docker & Kubernetes, Git & Version Control, APIs & Microservices, Business Intelligence & BI Tools",61.6,0.45,4.1,High,4.9,77,System Design,Data Wrangling & Pandas,System Design,Time Series Analysis
INT_1814,Frontend Dev,Economics,3.1,1,2.7,1.4,4.8,0.0,1.0,4.2,Peer-learning,Morning,Medium,Tablet,8,"Python Fundamentals, Data Visualization, Frontend Basics (React), NLP & Text Analytics, MLOps Pipelines, Data Wrangling & Pandas, Git & Version Control, APIs & Microservices",68.4,0.79,5.8,Medium,5.0,26,SQL & Databases,Business Intelligence & BI Tools,SQL & Databases,System Design
INT_1815,Software Engineering,Business Analytics,3.02,0,2.8,6.0,1.5,7.3,2.8,4.6,Reading,Night Owl,Low,Mixed,3,"Cloud Computing (AWS), System Design, APIs & Microservices",81.1,0.38,4.9,High,4.7,152,Python Fundamentals,Git & Version Control,Data Wrangling & Pandas,Docker & Kubernetes
INT_1816,Software Engineering,Business Analytics,3.36,0,3.6,5.0,5.2,0.0,4.8,12.8,Peer-learning,Night Owl,High,Mixed,2,"Cloud Computing (AWS), Data Wrangling & Pandas",54.0,0.57,5.8,Medium,4.1,111,Python Fundamentals,SQL & Databases,Docker & Kubernetes,APIs & Microservices
INT_1817,Product Management,Electrical Engineering,3.69,2,6.1,6.1,3.4,4.3,2.6,7.4,Mixed,Morning,High,Desktop,7,"SQL & Databases, Data Visualization, Frontend Basics (React), Statistics & Probability, Data Wrangling & Pandas, Git & Version Control, Business Intelligence & BI Tools",56.5,0.84,6.0,Low,4.3,88,A/B Testing & Experimentation,A/B Testing & Experimentation,APIs & Microservices,Python Fundamentals
INT_1818,Software Engineering,Electrical Engineering,3.2,0,8.4,2.8,8.2,3.4,1.1,5.8,Hands-on Projects,No Preference,Low,Tablet,5,"Python Fundamentals, Frontend Basics (React), Data Wrangling & Pandas, Git & Version Control, Time Series Analysis",64.5,0.92,6.3,Low,4.4,63,SQL & Databases,SQL & Databases,System Design,APIs & Microservices
INT_1819,Frontend Dev,Physics,3.17,0,5.7,3.8,4.8,5.2,6.1,5.1,Peer-learning,Evening,Low,Laptop,5,"Python Fundamentals, Data Visualization, A/B Testing & Experimentation, Git & Version Control, Business Intelligence & BI Tools",69.5,0.57,5.2,Medium,2.8,65,Frontend Basics (React),Frontend Basics (React),APIs & Microservices,Data Wrangling & Pandas
INT_1820,Cybersecurity,Bioinformatics,3.24,2,1.4,8.8,5.4,8.1,0.7,11.1,Peer-learning,Evening,High,Tablet,6,"Python Fundamentals, SQL & Databases, Docker & Kubernetes, Frontend Basics (React), Git & Version Control, APIs & Microservices",69.8,0.34,5.3,High,4.6,132,Cloud Computing (AWS),System Design,Cloud Computing (AWS),Cybersecurity Essentials
INT_1821,Cybersecurity,Statistics,3.76,1,7.1,6.5,8.3,2.5,3.7,2.0,Video,No Preference,Medium,Desktop,5,"SQL & Databases, Docker & Kubernetes, System Design, MLOps Pipelines, APIs & Microservices",88.2,0.82,6.3,Low,3.6,46,Python Fundamentals,Python Fundamentals,Git & Version Control,Cloud Computing (AWS)
INT_1822,Frontend Dev,Physics,3.39,1,6.9,5.4,3.3,2.5,7.8,2.0,Hands-on Projects,Afternoon,Low,Mixed,7,"Python Fundamentals, Data Visualization, Frontend Basics (React), Statistics & Probability, Git & Version Control, APIs & Microservices, Reinforcement Learning",68.6,0.87,5.7,Low,3.9,144,SQL & Databases,A/B Testing & Experimentation,Time Series Analysis,System Design
INT_1823,Data Engineering,Computer Science,3.98,1,6.0,6.0,7.5,0.8,3.2,10.5,Hands-on Projects,Morning,High,Tablet,7,"Python Fundamentals, Cloud Computing (AWS), Frontend Basics (React), NLP & Text Analytics, MLOps Pipelines, Data Wrangling & Pandas, Time Series Analysis",72.7,0.59,6.2,Medium,4.6,16,SQL & Databases,APIs & Microservices,Data Visualization,Git & Version Control
INT_1824,Product Management,Statistics,3.44,0,3.8,5.8,2.2,1.4,2.1,9.6,Peer-learning,Evening,Low,Desktop,4,"Deep Learning, Data Visualization, Docker & Kubernetes, APIs & Microservices",85.1,0.66,6.7,Medium,4.5,57,SQL & Databases,A/B Testing & Experimentation,Statistics & Probability,Business Intelligence & BI Tools
INT_1825,Cybersecurity,Computer Science,3.97,2,6.9,4.6,6.9,3.8,1.6,10.1,Mixed,No Preference,High,Mixed,2,"System Design, Git & Version Control",88.5,0.98,8.0,Low,3.0,114,Python Fundamentals,APIs & Microservices,Python Fundamentals,SQL & Databases
INT_1826,Cloud Infrastructure,Mathematics,3.6,0,9.9,5.0,4.5,10.0,3.0,9.5,Reading,No Preference,Medium,Tablet,2,"SQL & Databases, Git & Version Control",30.0,0.7,4.9,Medium,3.5,136,Python Fundamentals,Cloud Computing (AWS),Cybersecurity Essentials,Docker & Kubernetes
INT_1827,Product Management,Physics,4.0,0,4.9,8.1,2.8,1.5,5.7,10.5,Mixed,No Preference,Low,Laptop,1,Reinforcement Learning,67.2,0.84,6.9,Low,5.0,74,SQL & Databases,Data Visualization,A/B Testing & Experimentation,SQL & Databases
INT_1828,DevOps,Electrical Engineering,2.93,2,2.7,4.8,5.7,4.9,4.9,5.7,Peer-learning,No Preference,High,Desktop,2,"SQL & Databases, Reinforcement Learning",69.0,0.82,6.1,Low,4.1,38,Python Fundamentals,Docker & Kubernetes,Cloud Computing (AWS),MLOps Pipelines
INT_1829,DevOps,Cognitive Science,3.31,0,6.8,6.2,2.4,6.9,3.2,3.5,Peer-learning,Evening,Low,Tablet,2,"SQL & Databases, MLOps Pipelines",57.2,0.73,5.1,Medium,4.3,78,Python Fundamentals,Python Fundamentals,APIs & Microservices,Git & Version Control
INT_1830,Cybersecurity,Computer Science,3.77,1,6.7,6.3,6.3,3.4,2.0,10.4,Video,Afternoon,High,Desktop,2,"Cloud Computing (AWS), Docker & Kubernetes",74.1,0.5,5.9,Medium,5.0,71,Python Fundamentals,SQL & Databases,APIs & Microservices,Git & Version Control
INT_1831,Cybersecurity,Economics,2.76,1,5.2,5.7,3.6,2.9,2.7,4.4,Reading,Night Owl,High,Laptop,5,"Python Fundamentals, Machine Learning Basics, Cybersecurity Essentials, Git & Version Control, APIs & Microservices",84.8,0.46,5.2,Medium,4.3,65,SQL & Databases,System Design,SQL & Databases,Docker & Kubernetes
INT_1832,Product Management,Bioinformatics,3.22,0,3.5,8.4,7.6,5.6,6.9,8.4,Hands-on Projects,Evening,High,Tablet,5,"SQL & Databases, Deep Learning, Statistics & Probability, A/B Testing & Experimentation, Business Intelligence & BI Tools",69.8,0.63,5.9,Medium,4.2,42,Data Visualization,Data Visualization,MLOps Pipelines,Machine Learning Basics
INT_1833,Cybersecurity,Information Systems,3.4,0,8.0,9.5,7.0,0.0,1.9,9.0,Video,Night Owl,Medium,Mixed,4,"Python Fundamentals, Git & Version Control, APIs & Microservices, Time Series Analysis",87.0,0.37,5.7,Medium,4.5,168,SQL & Databases,SQL & Databases,System Design,Cloud Computing (AWS)
INT_1834,DevOps,Electrical Engineering,3.43,2,6.9,7.2,4.5,7.3,4.6,5.2,Mixed,Morning,Medium,Mixed,7,"SQL & Databases, Docker & Kubernetes, System Design, MLOps Pipelines, Git & Version Control, APIs & Microservices, Business Intelligence & BI Tools",71.1,0.77,6.0,Medium,4.0,60,Python Fundamentals,Cloud Computing (AWS),Cybersecurity Essentials,Python Fundamentals
INT_1835,Backend Dev,Electrical Engineering,2.8,3,8.2,6.5,4.3,7.5,5.1,6.3,Reading,Evening,Low,Laptop,3,"SQL & Databases, Data Visualization, Cloud Computing (AWS)",65.3,0.82,6.1,Low,5.0,153,Python Fundamentals,Docker & Kubernetes,Python Fundamentals,System Design
INT_1836,DevOps,Mathematics,3.51,0,8.6,5.7,7.2,8.1,5.3,9.0,Video,Evening,High,Tablet,5,"Python Fundamentals, Cloud Computing (AWS), Docker & Kubernetes, Git & Version Control, APIs & Microservices",71.9,0.96,7.2,Low,5.0,63,SQL & Databases,MLOps Pipelines,SQL & Databases,MLOps Pipelines
INT_1837,Cloud Infrastructure,Economics,2.84,1,7.4,6.7,8.3,6.3,1.6,10.3,Video,Night Owl,High,Desktop,1,SQL & Databases,60.8,0.78,6.4,Low,4.3,61,Python Fundamentals,MLOps Pipelines,System Design,APIs & Microservices
INT_1838,Backend Dev,Physics,2.78,0,6.9,2.5,4.1,4.2,3.9,4.2,Peer-learning,Morning,High,Tablet,1,Reinforcement Learning,66.4,0.95,6.3,Low,3.8,45,Python Fundamentals,Data Wrangling & Pandas,SQL & Databases,Python Fundamentals
INT_1839,Cloud Infrastructure,Computer Science,3.05,1,6.1,7.7,5.3,1.8,2.2,9.6,Peer-learning,Evening,Medium,Mixed,3,"Cybersecurity Essentials, MLOps Pipelines, Data Wrangling & Pandas",100.0,0.74,7.5,Low,4.7,75,Python Fundamentals,SQL & Databases,Git & Version Control,APIs & Microservices
INT_1840,Frontend Dev,Business Analytics,3.29,1,0.7,5.3,6.7,4.0,2.8,11.8,Mixed,Evening,Low,Mixed,5,"Python Fundamentals, Deep Learning, Frontend Basics (React), Statistics & Probability, Git & Version Control",69.2,0.93,7.4,Low,3.7,164,Data Visualization,APIs & Microservices,Data Visualization,A/B Testing & Experimentation
INT_1841,ML Engineering,Bioinformatics,3.46,2,5.2,6.3,6.8,5.2,6.8,4.2,Hands-on Projects,Afternoon,Medium,Desktop,1,Deep Learning,68.1,0.61,5.1,Medium,4.0,147,Python Fundamentals,MLOps Pipelines,System Design,Data Wrangling & Pandas
INT_1842,Cybersecurity,Mathematics,3.57,0,10.0,4.9,4.4,2.4,3.3,9.8,Peer-learning,Night Owl,Low,Desktop,3,"Python Fundamentals, SQL & Databases, Cybersecurity Essentials",77.0,0.81,7.0,Low,4.0,101,Cloud Computing (AWS),Cloud Computing (AWS),Docker & Kubernetes,System Design
INT_1843,Software Engineering,Cognitive Science,3.37,0,7.3,6.8,2.7,3.1,0.8,3.6,Reading,Morning,Medium,Laptop,7,"Python Fundamentals, Cloud Computing (AWS), Docker & Kubernetes, System Design, Frontend Basics (React), Data Wrangling & Pandas, APIs & Microservices",87.2,0.88,6.7,Low,5.0,124,SQL & Databases,Git & Version Control,SQL & Databases,A/B Testing & Experimentation
INT_1844,Software Engineering,Cognitive Science,3.77,3,3.3,5.6,2.3,3.4,1.8,8.3,Mixed,Night Owl,Medium,Desktop,7,"Python Fundamentals, SQL & Databases, Machine Learning Basics, Cloud Computing (AWS), Docker & Kubernetes, A/B Testing & Experimentation, Data Wrangling & Pandas",69.6,0.89,6.8,Low,4.1,37,System Design,Git & Version Control,Frontend Basics (React),APIs & Microservices
INT_1845,DevOps,Information Systems,3.16,0,1.9,5.7,6.0,2.2,3.5,2.8,Peer-learning,Night Owl,High,Laptop,7,"Python Fundamentals, Data Visualization, Docker & Kubernetes, Cybersecurity Essentials, A/B Testing & Experimentation, Git & Version Control, APIs & Microservices",77.2,0.76,5.8,Medium,4.5,126,SQL & Databases,SQL & Databases,Cloud Computing (AWS),MLOps Pipelines
INT_1846,Product Management,Statistics,3.38,1,8.7,5.2,1.8,1.0,1.7,8.0,Peer-learning,No Preference,Medium,Tablet,6,"SQL & Databases, Data Visualization, Statistics & Probability, MLOps Pipelines, A/B Testing & Experimentation, Business Intelligence & BI Tools",82.6,0.65,6.4,Medium,4.6,93,Python Fundamentals,Time Series Analysis,Frontend Basics (React),System Design
INT_1847,Frontend Dev,Mathematics,3.37,0,2.0,4.7,0.0,1.8,4.6,8.1,Mixed,No Preference,Medium,Tablet,4,"Data Visualization, Statistics & Probability, Git & Version Control, APIs & Microservices",61.2,0.75,6.0,Medium,4.1,29,Python Fundamentals,Python Fundamentals,Frontend Basics (React),Time Series Analysis
INT_1848,Data Engineering,Statistics,3.42,0,7.2,2.8,6.0,7.0,6.9,5.7,Video,Afternoon,Low,Mixed,6,"Data Visualization, Docker & Kubernetes, System Design, Statistics & Probability, NLP & Text Analytics, MLOps Pipelines",64.9,0.36,4.4,High,4.0,44,Python Fundamentals,Business Intelligence & BI Tools,SQL & Databases,Cloud Computing (AWS)
INT_1849,DevOps,Information Systems,3.61,2,4.1,6.0,6.0,6.4,4.6,5.8,Video,Evening,High,Laptop,3,"Python Fundamentals, Cloud Computing (AWS), System Design",71.3,0.35,4.6,High,4.5,31,SQL & Databases,SQL & Databases,MLOps Pipelines,Cybersecurity Essentials
INT_1850,Backend Dev,Information Systems,3.92,1,9.6,6.0,5.7,4.2,5.0,10.3,Peer-learning,Evening,Low,Tablet,1,Data Wrangling & Pandas,62.5,0.92,7.0,Low,4.6,86,Python Fundamentals,SQL & Databases,Cloud Computing (AWS),Docker & Kubernetes
INT_1851,Product Management,Electrical Engineering,3.23,0,10.0,2.4,5.3,3.3,2.1,10.0,Reading,Evening,Low,Mixed,4,"SQL & Databases, Statistics & Probability, A/B Testing & Experimentation, Business Intelligence & BI Tools",46.1,0.83,6.0,Low,4.6,47,Data Visualization,Data Visualization,Deep Learning,Machine Learning Basics
INT_1852,Cloud Infrastructure,Economics,4.0,2,4.9,8.8,6.2,2.8,7.5,11.1,Mixed,Night Owl,Low,Desktop,1,SQL & Databases,54.4,0.73,6.1,Medium,3.9,124,Python Fundamentals,Python Fundamentals,Git & Version Control,APIs & Microservices
INT_1853,Software Engineering,Information Systems,3.32,1,5.4,6.1,5.6,5.1,2.1,13.2,Peer-learning,Morning,High,Desktop,2,"SQL & Databases, APIs & Microservices",93.9,0.83,8.2,Low,5.0,31,Python Fundamentals,Data Wrangling & Pandas,Git & Version Control,Frontend Basics (React)
INT_1854,Product Management,Physics,3.0,0,2.3,5.0,4.6,6.5,2.7,10.1,Reading,No Preference,High,Desktop,1,Business Intelligence & BI Tools,79.5,0.66,6.6,Medium,5.0,138,SQL & Databases,Statistics & Probability,A/B Testing & Experimentation,SQL & Databases
INT_1855,Data Engineering,Business Analytics,3.55,0,5.2,9.5,2.2,4.2,8.1,8.4,Mixed,Morning,Medium,Desktop,5,"Python Fundamentals, Docker & Kubernetes, Frontend Basics (React), Data Wrangling & Pandas, Time Series Analysis",55.8,0.95,6.5,Low,4.7,138,SQL & Databases,Git & Version Control,Data Visualization,APIs & Microservices
INT_1856,Data Engineering,Physics,3.41,2,9.6,5.4,4.2,7.0,5.0,8.0,Reading,Afternoon,Low,Tablet,3,"A/B Testing & Experimentation, Data Wrangling & Pandas, Business Intelligence & BI Tools",66.5,0.95,6.9,Low,3.9,73,Python Fundamentals,Statistics & Probability,Time Series Analysis,Cloud Computing (AWS)
INT_1857,ML Engineering,Statistics,3.33,2,4.3,2.3,3.3,6.6,3.5,8.0,Video,No Preference,Low,Mixed,8,"SQL & Databases, Deep Learning, Cloud Computing (AWS), Statistics & Probability, A/B Testing & Experimentation, Data Wrangling & Pandas, Git & Version Control, Business Intelligence & BI Tools",58.3,0.55,5.2,Medium,4.3,66,Python Fundamentals,Machine Learning Basics,System Design,MLOps Pipelines
INT_1858,Product Management,Electrical Engineering,3.13,2,7.4,9.3,3.8,3.0,3.6,9.3,Hands-on Projects,Afternoon,High,Tablet,4,"SQL & Databases, Data Visualization, Statistics & Probability, Business Intelligence & BI Tools",48.7,0.59,5.2,Medium,4.8,129,A/B Testing & Experimentation,A/B Testing & Experimentation,APIs & Microservices,Cloud Computing (AWS)
INT_1859,Frontend Dev,Business Analytics,4.0,2,6.1,7.2,4.8,5.2,5.7,11.6,Hands-on Projects,Night Owl,High,Laptop,7,"Python Fundamentals, Deep Learning, System Design, NLP & Text Analytics, Git & Version Control, APIs & Microservices, Business Intelligence & BI Tools",76.7,0.64,6.7,Medium,4.7,50,Data Visualization,Frontend Basics (React),Data Visualization,Docker & Kubernetes
INT_1860,Frontend Dev,Information Systems,2.84,3,7.0,4.8,4.2,6.3,5.7,3.4,Mixed,Morning,High,Mixed,7,"Python Fundamentals, Data Visualization, Frontend Basics (React), Statistics & Probability, Git & Version Control, APIs & Microservices, Time Series Analysis",85.0,0.49,5.2,Medium,3.4,153,SQL & Databases,Docker & Kubernetes,Cybersecurity Essentials,Cloud Computing (AWS)
INT_1861,Backend Dev,Computer Science,3.33,1,7.1,6.4,2.1,2.2,3.6,8.9,Video,Afternoon,Low,Tablet,6,"SQL & Databases, Deep Learning, Docker & Kubernetes, NLP & Text Analytics, MLOps Pipelines, APIs & Microservices",58.5,0.8,6.2,Low,3.9,138,Python Fundamentals,System Design,Git & Version Control,Data Wrangling & Pandas
INT_1862,Backend Dev,Computer Science,2.64,0,7.4,6.0,3.3,5.8,0.0,6.2,Video,Afternoon,High,Mixed,2,"Python Fundamentals, Docker & Kubernetes",67.8,0.75,5.9,Medium,3.3,81,SQL & Databases,APIs & Microservices,Data Wrangling & Pandas,System Design
INT_1863,Product Management,Bioinformatics,2.43,2,6.5,6.4,4.2,2.5,0.0,7.1,Reading,No Preference,High,Desktop,8,"SQL & Databases, Data Visualization, System Design, Statistics & Probability, NLP & Text Analytics, A/B Testing & Experimentation, Data Wrangling & Pandas, Business Intelligence & BI Tools",72.9,0.77,6.3,Medium,4.0,178,Python Fundamentals,Time Series Analysis,Frontend Basics (React),APIs & Microservices
INT_1864,Frontend Dev,Information Systems,3.8,2,5.7,7.4,8.9,4.2,3.1,4.6,Hands-on Projects,Morning,Low,Tablet,8,"Python Fundamentals, Docker & Kubernetes, Frontend Basics (React), MLOps Pipelines, Git & Version Control, APIs & Microservices, Time Series Analysis, Reinforcement Learning",63.4,0.4,4.3,High,4.5,136,Data Visualization,Data Visualization,System Design,Data Wrangling & Pandas
INT_1865,Cloud Infrastructure,Mathematics,2.85,1,8.3,3.2,4.1,4.2,4.1,9.1,Reading,No Preference,High,Laptop,4,"SQL & Databases, Data Visualization, Docker & Kubernetes, System Design",40.8,0.37,4.1,High,3.0,153,Python Fundamentals,MLOps Pipelines,Cloud Computing (AWS),Cybersecurity Essentials
INT_1866,DevOps,Economics,3.98,1,8.7,2.9,1.9,5.0,7.2,10.5,Reading,No Preference,Medium,Tablet,5,"Python Fundamentals, Machine Learning Basics, Data Visualization, System Design, MLOps Pipelines",78.2,0.74,6.9,Low,4.5,90,SQL & Databases,Cloud Computing (AWS),Cybersecurity Essentials,Docker & Kubernetes
INT_1867,Data Engineering,Business Analytics,2.84,2,6.4,5.6,8.1,4.6,2.2,2.0,Mixed,Evening,Medium,Mixed,7,"Python Fundamentals, SQL & Databases, Data Visualization, Docker & Kubernetes, MLOps Pipelines, Data Wrangling & Pandas, APIs & Microservices",58.0,0.93,5.6,Low,4.5,145,Cloud Computing (AWS),Time Series Analysis,Statistics & Probability,System Design
